EQID,"EQNAME",YYYY,MN,DD,HH,MM,SEC,LAT,LON,DEPTH,MAG,DELTA_GMT,LOC_HH,"LOC_DOW","ISO_COUNTRY","ISO_CODE",ISO_DIST,PAGER_REG,SHAKE_DEATHS,SD_FLAG,GROWTH,SHAKEMAP_UNCERT,"SHAKEMAP_GMPE",U010,U020,U030,U040,U050,U060,U070,U080,U090,U100,R010,R020,R030,R040,R050,R060,R070,R080,R090,R100,MAXMMI
199308160433,,1993,08,16,04,33,50,13.038,145.020,18.3,5.9,10,14,Mon,GUAM,GU,0.35202,3,NaN,NaN,0.0143,NaN,Regression::BJF97,0,0,0,0,137604,0,0,0,0,0,0,0,0,3264,4834,0,0,0,0,0,5
199308191533,,1993,08,19,15,33,09,18.381,-70.347,43.8,5.7,-4,11,Thu,DOMINICAN REPUBLIC,DO,0,4,NaN,NaN,0.0147,1.0017,Regression::Youngs97_intraslab,0,0,411043,2084411,1689073,1585957,22509,0,0,0,0,0,1771011,1035564,491126,126974,376,0,0,0,7
199308200506,,1993,08,20,05,06,55,-6.015,142.795,17.4,6.1,10,15,Fri,PAPUA NEW GUINEA,PG,0,4,0,NaN,0.0221,1.0488,Regression::BJF97,0,0,0,108881,6382,0,0,0,0,0,0,0,418,2079179,349344,102446,15754,12710,31,0,8
199308200637,,1993,08,20,06,37,53,29.546,105.672,10,4.5,8,14,Fri,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,5644465,314257,8868,0,0,0,0,0,0,194932,29979273,3102949,1136628,280447,0,0,0,0,0,5
199308241747,,1993,08,24,17,47,32,20.719,71.411,21.6,5.0,5,22,Tue,INDIA,IN,0.13783,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,0,1707508,138989,0,0,0,0,0,0,0,12462,2969406,180811,54,0,0,0,0,0,4
199308280426,,1993,08,28,04,26,26,17.334,73.793,6.7,4.9,5.5,9.5,Sat,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,5320234,4132098,121727,12479,0,0,0,0,0,0,5618629,3727451,536934,146937,0,0,0,0,0,5
199309011403,,1993,09,01,14,03,20,2.970,96.072,33.3,6.3,7,21,Wed,INDONESIA,ID,0.18998,4,NaN,NaN,0.0141,1.0077,Regression::Youngs97_intraslab,0,0,5004339,2993,18001,0,0,0,0,0,0,27431,4074138,994692,249056,23604,49447,0,0,0,7
199309030316,,1993,09,03,03,16,04,14.540,-92.684,23,5.5,-6,21,Thu,MEXICO,MX,0.30618,3,NaN,NaN,0.0116,1.0013,Regression::Youngs97_intraslab,0,46297,1068411,618571,302939,0,0,0,0,0,0,145936,2762952,1332861,245778,68422,0,0,0,0,6
199309031235,,1993,09,03,12,35,02,14.597,-92.784,26.7,6.7,-6,6,Fri,MEXICO,MX,0.33378,3,NaN,NaN,0.0116,1.0154,Regression::Youngs97_intraslab,0,0,678874,4264426,687115,160737,248375,0,0,0,0,141,2217340,3349649,1672933,323747,213655,2,0,0,7
199309032301,,1993,09,03,23,01,35,17.201,73.721,6.9,4.7,5.5,4.5,Sat,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,7144614,547920,12482,0,0,0,0,0,0,1626,7914660,1276469,371793,85886,0,0,0,0,0,5
199309042139,,1993,09,04,21,39,34,-9.628,122.449,28,6.2,8,5,Sun,INDONESIA,ID,0.8861,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,1191,32235,241307,49471,0,0,0,0,0,0,19264,1724893,1453743,108374,0,0,0,0,0,5
199309060356,,1993,09,06,03,56,01,-4.628,153.288,51.3,6.6,10,13,Mon,PAPUA NEW GUINEA,PG,0.23582,4,NaN,NaN,0.0221,1.0101,Regression::Youngs97_intraslab,0,0,11113,0,16377,0,0,0,0,0,0,0,124823,93917,166588,11331,2187,0,0,0,7
199309090032,,1993,09,09,00,32,40,32.367,20.648,33,4.5,1,1,Thu,LIBYAN ARAB JAMAHIRIYA,LY,0,4,NaN,NaN,0.023,NaN,Regression::AB06_ENA_BC_nosite,0,577305,159752,0,0,0,0,0,0,0,0,37725,18668,0,0,0,0,0,0,0,3
199309101912,,1993,09,10,19,12,56,14.762,-92.644,34.1,7.2,-6,13,Fri,MEXICO,MX,0.11801,3,1,NaN,0.0116,1.0817,Regression::Youngs97_interface,0,0,617362,4399452,776206,256927,341830,0,0,0,0,0,940158,3924276,2360431,818895,313686,5717,0,0,8
199309191410,,1993,09,19,14,10,57,14.314,-93.317,18.7,6.4,-6,8,Sun,MEXICO,MX,0.91127,3,NaN,NaN,0.0116,NaN,Regression::BJF97,0,0,0,5341793,384874,0,0,0,0,0,0,0,0,5630577,451153,0,0,0,0,0,5
199309210328,,1993,09,21,03,28,56,42.306,-122.002,9,6.0,-8,19,Mon,UNITED STATES,US,0,2,1,NaN,0.0091,1.0411,Regression::BJF97,0,0,0,1653,163998,44890,218,0,0,0,0,0,0,6921,32208,2449,474,24,0,0,7
199309210545,,1993,09,21,05,45,39,42.346,-122.092,34.6,5.9,-8,21,Mon,UNITED STATES,US,0,2,NaN,NaN,0.0091,1.0031,Regression::Youngs97_intraslab,0,0,1217,138098,165619,43259,4346,0,0,0,0,0,11291,74949,27659,8275,1772,0,0,0,7
199309211911,,1993,09,21,19,11,37,11.485,39.623,13.1,5.7,3,22,Tue,ETHIOPIA,ET,0,4,NaN,NaN,0.0231,1.0288,Regression::BJF97,0,0,23089,348971,217232,0,0,0,0,0,0,0,227049,9157274,1551784,164481,49506,22116,0,0,8
199309221237,,1993,09,22,12,37,05,-6.452,155.008,27.8,6.1,10,22,Wed,PAPUA NEW GUINEA,PG,0.15887,4,NaN,NaN,0.0221,1.0042,Regression::Youngs97_intraslab,0,16393,0,0,0,1054,0,0,0,0,0,173008,41091,39833,32486,41014,7906,0,0,0,7
199309260331,,1993,09,26,03,31,17,10.047,138.314,16.2,6.3,11,14,Sun,FEDERATED STATES OF MICRONESIA,UM,0.44107,2,NaN,NaN,-0.00115,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11107,0,0,0,0,0,5
199309292225,"Latur-Killari, India",1993,09,29,22,25,51,18.077,76.486,12,6.2,5.5,3.5,Thu,INDIA,IN,0,5,9748,NaN,0.0138,0.88609,Regression::AB06_ENA_BC_nosite,0,0,1055,7933147,1227059,449152,29040,0,0,0,0,0,89007,19650603,2201806,550915,344999,98750,0,0,8
199309292310,,1993,09,29,23,10,57,18.092,76.441,10,5.0,5.5,4.5,Thu,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,61779,3458054,467610,28990,0,0,0,0,0,0,222139,7628273,654340,323149,0,0,0,0,0,5
199309300053,,1993,09,30,00,53,12,18.090,76.519,10,4.6,5.5,5.5,Thu,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,332,4840794,550554,104550,0,0,0,0,0,0,143180,11506201,1153602,374925,177222,0,0,0,0,0,5
199309300216,,1993,09,30,02,16,56,18.159,76.658,10,4.5,5.5,7.5,Thu,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,96274,4928117,196213,271018,29442,0,0,0,0,0,547021,11486617,1017967,457820,81673,0,0,0,0,0,5
199309301827,,1993,09,30,18,27,51,15.179,-94.852,24.9,6.5,-6,12,Thu,MEXICO,MX,0.97427,3,NaN,NaN,0.0116,NaN,Regression::Youngs97_intraslab,0,16506,3282993,447601,233550,0,0,0,0,0,0,77953,3366030,746681,57622,0,0,0,0,0,5
199310012240,,1993,10,01,22,40,09,47.788,130.709,33,4.8,8,6,Sat,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,186774,52925,225,0,0,0,0,0,0,0,1063670,437118,7407,0,0,0,0,0,0,4
199310082045,,1993,10,08,20,45,08,17.934,76.396,33,4.7,5.5,1.5,Sat,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,4606911,517459,0,0,0,0,0,0,0,9499,11513280,1271763,35331,0,0,0,0,0,0,4
199310111116,,1993,10,11,11,16,20,-4.540,153.326,33.9,5.5,10,21,Mon,PAPUA NEW GUINEA,PG,0.2666,4,NaN,NaN,0.0221,NaN,Regression::Youngs97_intraslab,0,0,0,16412,0,0,0,0,0,0,0,20438,109267,118842,9973,1542,0,0,0,0,6
199310130206,,1993,10,13,02,06,01,-5.848,146.136,21.3,6.9,10,12,Wed,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0406,Regression::Youngs97_intraslab,0,0,21071,50314,132875,32928,62545,0,0,0,0,0,281513,942668,490053,287974,222991,29634,0,0,8
199310130307,,1993,10,13,03,07,33,-5.913,146.268,35,6.5,10,13,Wed,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0129,Regression::Youngs97_intraslab,0,0,49521,61680,160897,34128,13594,0,0,0,0,8323,693513,798648,356435,211569,119638,0,0,0,7
199310130550,,1993,10,13,05,50,44,-6.008,146.196,31.8,6.0,10,15,Wed,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0042,Regression::Youngs97_intraslab,0,0,0,114851,72770,22703,0,0,0,0,0,0,40,245770,311879,122529,65275,0,0,0,7
199310132246,,1993,10,13,22,46,33,-5.990,146.081,34.2,5.5,10,8,Thu,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0015,Regression::Youngs97_intraslab,0,0,49292,198316,22704,0,0,0,0,0,0,75877,632866,429888,275027,42971,13290,0,0,0,7
199310150011,,1993,10,15,00,11,36,-6.028,146.263,15,5.7,10,10,Fri,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0288,Regression::BJF97,0,0,0,206263,22706,0,0,0,0,0,0,0,0,1013587,273870,26398,395,14,0,0,7
199310160305,,1993,10,16,03,05,31,-5.876,146.282,25.9,6.3,10,13,Sat,PAPUA NEW GUINEA,PG,0,4,3,NaN,0.0221,1.0098,Regression::Youngs97_intraslab,0,23362,47510,23252,185244,22707,0,0,0,0,0,55622,940561,620267,370389,121216,74636,0,0,0,7
199310161052,,1993,10,16,10,52,28,7.494,123.451,38.4,5.8,8,18,Sat,PHILIPPINES,PH,0.044384,3,NaN,NaN,0.018,1.0024,Regression::Youngs97_intraslab,0,0,1518746,1034474,291538,103868,0,0,0,0,0,47276,3169347,3966979,1194190,226421,34397,0,0,0,7
199310201615,,1993,10,20,16,16,00,28.694,82.253,25,4.7,5.75,21.75,Wed,NEPAL,NP,0,5,0,NaN,0.0217,1.0004,Regression::Youngs97_intraslab,0,392781,568087,50107,0,0,0,0,0,0,0,2361761,6008261,1246104,331200,115098,0,0,0,0,6
199310240752,"Guerrero, Mexico",1993,10,24,07,52,18,16.762,-98.752,31.8,6.6,-6,1,Sun,MEXICO,MX,0,3,NaN,NaN,0.0116,1.0177,Regression::Youngs97_intraslab,0,145900,23572064,1974168,432585,13945,62332,0,0,0,0,124535,3702793,1254278,519093,238384,209864,327,0,0,8
199310251007,,1993,10,25,10,07,13,-5.888,146.041,22.2,5.9,10,20,Mon,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0043,Regression::Youngs97_intraslab,0,0,41981,132973,72836,22707,0,0,0,0,0,2728,489353,506058,345329,106176,46451,0,0,0,7
199310251027,,1993,10,25,10,27,05,-5.904,146.085,22.4,6.7,10,20,Mon,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0271,Regression::Youngs97_intraslab,0,0,49515,43070,131885,72824,22720,0,0,0,0,0,532541,855618,379330,297265,178294,32193,0,0,8
199310251159,,1993,10,25,11,59,49,-5.918,146.075,27.5,6.1,10,21,Mon,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0059,Regression::Youngs97_intraslab,0,41268,45674,137651,72824,22720,0,0,0,0,0,192632,945453,592503,314503,181202,53410,0,0,0,7
199310261138,,1993,10,26,11,38,23,38.507,98.678,5,5.9,8,19,Tue,CHINA,CN,0,5,NaN,NaN,0.0059,1.0376,Regression::BJF97,0,0,0,5733,0,0,0,0,0,0,0,0,0,1600752,29828,1778,343,16,0,0,7
199310292345,,1993,10,29,23,45,07,17.369,77.468,10,5.0,5.5,4.5,Sat,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,30677,8273537,147026,67051,0,0,0,0,0,0,182392,7519485,686138,285938,0,0,0,0,0,5
199310300830,,1993,10,30,08,30,35,15.414,121.760,40.5,5.4,8,16,Sat,PHILIPPINES,PH,0.26433,3,NaN,NaN,0.018,NaN,Regression::Youngs97_intraslab,0,315167,5550647,13429255,534,0,0,0,0,0,0,689831,7839832,4043923,231474,122,0,0,0,0,6
199311011450,,1993,11,01,14,50,22,51.541,16.049,22,4.6,1,15,Mon,POLAND,PL,0,3,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,1767721,312894,177046,0,0,0,0,0,0,0,1532183,368816,74579,0,0,0,0,0,0,4
199311021540,,1993,11,02,15,40,16,-5.231,134.727,33,4.7,9,0,Wed,INDONESIA,ID,0.16607,4,NaN,NaN,0.0141,NaN,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,1337,65055,7998,54,0,0,0,0,0,0,3
199311031837,,1993,11,03,18,37,49,-5.798,146.035,23.7,5.5,10,4,Thu,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0019,Regression::Youngs97_intraslab,0,0,162647,44775,63228,0,0,0,0,0,0,79652,677020,445292,231636,50763,4621,0,0,0,7
199311102100,,1993,11,10,21,00,01,51.571,16.077,10,4.5,1,22,Wed,POLAND,PL,0,3,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,1943838,312692,94241,82805,0,0,0,0,0,0,1509595,317505,86571,21492,0,0,0,0,0,5
199311121327,,1993,11,12,13,27,28,18.120,76.533,10,4.6,5.5,18.5,Fri,INDIA,IN,0,5,0,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,4886758,409474,233782,12945,0,0,0,0,0,172607,11518366,1192220,401949,154727,0,0,0,0,0,5
199311130016,,1993,11,13,00,16,50,16.287,-98.690,20,5.7,-7,17,Fri,MEXICO,MX,0.12507,3,NaN,NaN,0.0116,1.0199,Regression::BJF97,0,0,0,1510908,104478,0,0,0,0,0,0,0,0,1525143,350469,8970,4,0,0,0,6
199311130118,,1993,11,13,01,18,05,51.937,158.629,34.6,7.0,12,13,Sat,RUSSIAN FEDERATION,RU,0.31104,3,NaN,NaN,-0.0037,1.035,Regression::Youngs97_intraslab,0,0,0,0,220064,22625,0,0,0,0,0,0,0,3194,21053,25531,198,32,0,0,7
199311161552,,1993,11,16,15,52,51,30.802,67.222,35.4,5.6,5,20,Tue,PAKISTAN,PK,0,5,NaN,NaN,0.0209,1.0017,Regression::Youngs97_intraslab,0,0,308966,68863,780070,0,0,0,0,0,0,17463,1338621,570552,439406,278329,29394,0,0,0,7
199311262320,,1993,11,26,23,20,05,-9.553,158.257,16.3,6.2,11,10,Sat,SOLOMON ISLANDS,SB,0.70537,4,NaN,NaN,0.0042,NaN,Regression::BJF97,0,0,0,11154,0,0,0,0,0,0,0,0,5415,401968,13943,0,0,0,0,0,5
199311302037,,1993,11,30,20,37,14,39.326,75.505,12.7,5.6,8,4,Wed,CHINA,CN,0,5,2,NaN,0.0059,1.0232,Regression::BJF97,0,0,0,172413,0,0,0,0,0,0,0,0,0,1466409,1184771,38730,15762,1118,0,0,8
199312042316,,1993,12,04,23,16,51,-33.895,-72.045,29.6,5.6,-4,19,Sat,CHILE,CL,0.17277,4,NaN,NaN,0.0094,1.0017,Regression::Youngs97_intraslab,0,0,1099399,6051150,77718,0,0,0,0,0,0,225,380951,606252,234974,12849,628,0,0,0,7
199312080142,,1993,12,08,01,42,18,17.204,73.710,8.4,5.1,5.5,6.5,Wed,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,3959883,9103523,103534,253,0,0,0,0,0,0,5782945,7963847,829459,232190,0,0,0,0,0,5
199312090432,,1993,12,09,04,32,22,0.492,125.984,22.9,6.9,9,13,Thu,INDONESIA,ID,0.491,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,4687,0,535215,0,0,0,0,0,0,0,247041,1031760,734391,0,0,0,0,0,5
199312091138,,1993,12,09,11,38,29,0.454,125.924,16.3,6.7,9,20,Thu,INDONESIA,ID,0.54748,4,NaN,NaN,0.0141,NaN,Regression::BJF97,0,0,0,201862,535221,0,0,0,0,0,0,0,0,1153343,896032,0,0,0,0,0,5
199312100859,,1993,12,10,08,59,37,20.847,121.178,14.6,6.0,8,16,Fri,PHILIPPINES,PH,0.6182,3,NaN,NaN,0.018,NaN,Regression::BJF97,0,0,0,7442,8,0,0,0,0,0,0,0,0,155,10040,0,0,0,0,0,5
199312120515,,1993,12,12,05,15,25,13.661,122.937,15.7,5.5,8,13,Sun,PHILIPPINES,PH,0,3,NaN,NaN,0.018,1.0205,Regression::BJF97,0,0,89292,7577297,413016,9908,0,0,0,0,0,0,433960,5888452,1289320,277434,47322,0,0,0,7
199312201356,,1993,12,20,13,56,16,-6.855,131.360,11.3,6.2,9,22,Mon,INDONESIA,ID,0.11437,4,NaN,NaN,0.0141,1.0527,Regression::BJF97,0,0,0,16267,0,0,0,0,0,0,0,0,121,200266,28428,2724,331,562,0,0,8
199312280329,,1993,12,28,03,29,45,12.511,125.249,41.3,5.9,8,11,Tue,PHILIPPINES,PH,0.004008,3,NaN,NaN,0.018,1.0027,Regression::Youngs97_intraslab,0,0,215883,387454,33037,1,0,0,0,0,0,791,2295961,2212708,552400,255226,91571,0,0,0,7
199312290748,,1993,12,29,07,48,13,-20.243,169.924,16.6,7.0,11,18,Wed,VANUATU,VU,0.03729,4,NaN,NaN,0.0149,1.201,Regression::BJF97,0,0,0,5169,0,0,0,0,0,0,0,0,0,54812,25048,0,0,228,293,29,5
199312290800,,1993,12,29,08,00,54,-20.199,169.880,22.5,5.9,11,19,Wed,VANUATU,VU,0,4,NaN,NaN,0.0149,1.0071,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,4068,15862,7237,0,527,23,0,0,5
199312290839,,1993,12,29,08,39,46,-20.031,170.001,38.3,6.4,11,19,Wed,VANUATU,VU,0.1706,4,NaN,NaN,0.0149,1.0113,Regression::Youngs97_intraslab,0,0,5169,0,0,0,0,0,0,0,0,304,53310,5799,16553,4108,550,0,0,0,7
199312301424,,1993,12,30,14,24,06,44.795,78.793,16.3,5.5,6,20,Thu,KAZAKHSTAN,KZ,0,4,NaN,NaN,0.0033,1.0212,Regression::BJF97,0,0,0,22752,123725,9,0,0,0,0,0,0,0,751417,138423,35718,26819,0,0,0,7
199401030126,,1994,01,03,01,26,12,49.652,-126.875,19,5.6,-8,17,Sun,CANADA,CA,0.012717,2,NaN,NaN,0.0088,1.0262,Regression::BJF97,0,0,0,79293,0,0,0,0,0,0,0,0,0,21689,3613,54,0,0,0,0,5
199401030552,,1994,01,03,05,52,28,36.077,100.170,5.3,5.7,8,13,Mon,CHINA,CN,0,5,0,NaN,0.0059,1.0252,Regression::BJF97,0,0,0,94300,2196,0,0,0,0,0,0,0,0,2821644,191034,17659,4843,434,0,0,8
199401041239,,1994,01,04,12,39,26,-26.840,26.708,5,4.5,2,14,Tue,SOUTH AFRICA,ZA,0,3,NaN,NaN,0.0042,NaN,Regression::AB06_ENA_BC_nosite,366571,5480207,90717,12431,280603,0,0,0,0,0,27411,876151,84512,20520,4140,0,0,0,0,0,5
199401041931,,1994,01,04,19,32,01,-4.262,135.024,7.1,5.9,9,4,Wed,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0352,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,5,233920,20353,67,48,75,0,0,7
199401041951,,1994,01,04,19,51,43,-4.144,135.128,21.6,5.5,9,4,Wed,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0201,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,1619,243960,18045,206,2,0,0,0,6
199401071923,,1994,01,07,19,23,55,-0.602,98.532,31.1,5.6,7,2,Sat,INDONESIA,ID,0.030965,4,NaN,NaN,0.0141,1.0018,Regression::Youngs97_intraslab,0,0,1120727,0,0,0,0,0,0,0,0,253842,1787640,283365,21755,5005,3837,0,0,0,7
199401110051,,1994,01,11,00,51,58,25.218,97.184,12.3,6.1,6.5,6.5,Tue,MYANMAR,MM,0,4,NaN,NaN,0.0081,1.0446,Regression::BJF97,0,0,0,2405677,105646,106168,0,0,0,0,0,0,165798,14392237,597582,215075,44262,2703,0,0,8
199401121022,,1994,01,12,10,22,55,39.237,75.362,37,5.5,8,18,Wed,CHINA,CN,0,5,NaN,NaN,0.0059,1.0014,Regression::Youngs97_intraslab,0,0,172531,0,0,0,0,0,0,0,0,3886,559142,793321,963334,104467,951,0,0,0,7
199401160149,,1994,01,16,01,49,16,40.330,-76.037,5,4.6,-5,20,Sat,UNITED STATES,US,0,2,NaN,NaN,0.0091,NaN,Regression::AB06_ENA_BC_nosite,0,7694276,914970,113378,240394,0,0,0,0,0,0,1015301,197448,117713,28623,0,0,0,0,0,5
199401171230,"Northridge, California",1994,01,17,12,30,55,34.156,-118.575,11.4,6.7,-8,4,Mon,UNITED STATES,US,0,1,33,NaN,0.0091,0.69829,Regression::BJF97,0,0,0,1104406,4922486,7322776,2924957,2176930,73131,0,0,0,0,28920,185525,42566,22750,4064,0,0,9
199401172333,,1994,01,17,23,33,30,34.273,-118.786,7.7,5.8,-8,15,Mon,UNITED STATES,US,0,1,NaN,NaN,0.0091,1.0312,Regression::BJF97,0,0,0,6542917,10485522,1152773,147487,64386,0,0,0,0,0,164059,90958,8511,126,0,0,0,8
199401180043,,1994,01,18,00,43,09,34.256,-118.887,16.5,5.5,-8,16,Mon,UNITED STATES,US,0,1,NaN,NaN,0.0091,1.0204,Regression::BJF97,0,0,4718,11635768,6311050,290380,96877,0,0,0,0,0,0,210055,45205,3094,55,0,0,0,7
199401190153,,1994,01,19,01,53,35,-3.206,136.000,23,6.7,9,10,Wed,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0271,Regression::Youngs97_intraslab,0,0,64274,90004,0,0,0,0,0,0,0,218,380932,284042,87792,49534,27781,8279,0,0,8
199401210224,,1994,01,21,02,24,31,1.042,127.774,18.6,6.9,9,11,Fri,INDONESIA,ID,0.033955,4,7,NaN,0.0141,1.1533,Regression::BJF97,0,0,0,521335,0,0,0,0,0,0,0,0,0,395101,198675,309545,83092,27619,24645,2939,9
199401240518,,1994,01,24,05,18,21,50.447,90.253,3.7,4.8,7,12,Mon,RUSSIAN FEDERATION,RU,0,3,NaN,NaN,-0.0037,NaN,Regression::AB06_ENA_BC_nosite,0,0,0,0,0,0,0,0,0,0,0,50792,14060,2592,1818,0,0,0,0,0,5
199402010930,,1994,02,01,09,30,57,17.355,73.565,10.3,5.0,5.5,14.5,Tue,INDIA,IN,0,5,NaN,NaN,0.0138,NaN,Regression::AB06_ENA_BC_nosite,0,43286,4256113,64160,48521,0,0,0,0,0,0,157906,5379703,504987,128164,0,0,0,0,0,5
199402011001,,1994,02,01,10,01,55,19.287,-155.374,22.9,5.5,-10,0,Tue,UNITED STATES MINOR OUTLYING ISLANDS,UM,0,2,NaN,NaN,-0.00115,1.002,Regression::Youngs97_intraslab,0,12540,107975,36131,75982,2669,0,0,0,0,0,10408,7922,17216,32435,3931,2827,0,0,0,7
199402030905,,1994,02,03,09,05,05,42.777,-110.965,3.8,5.8,-7,2,Thu,UNITED STATES,US,0,2,NaN,NaN,0.0091,1.0331,Regression::BJF97,0,0,0,372589,13154,284,3290,872,0,0,0,0,0,79193,21418,2066,529,337,0,0,8
199402031023,,1994,02,03,10,23,32,-15.402,167.020,26.4,5.5,11,21,Thu,VANUATU,VU,0,4,NaN,NaN,0.0149,1.0018,Regression::Youngs97_intraslab,0,0,0,0,0,25,5929,0,0,0,0,5157,27721,36812,4727,13832,9968,0,0,0,7
199402052334,,1994,02,05,23,34,10,0.556,30.083,11.8,6.2,3,2,Sun,UGANDA,UG,0,4,2,1,0.0337,1.0549,Regression::BJF97,0,0,0,2923294,30311,14618,3693,0,0,0,0,0,41895,19677637,3132894,337152,110313,23044,234,0,9
199402060003,,1994,02,06,00,03,14,3.826,27.162,10,4.7,2,2,Sun,CONGO; THE DEMOCRATIC REPUBLIC OF THE,CD,0,4,NaN,NaN,0.0307,NaN,Regression::AB06_ENA_BC_nosite,0,18289,0,0,0,0,0,0,0,0,2619,740471,74425,16187,3523,0,0,0,0,0,5
199402060014,,1994,02,06,00,14,14,5.524,25.222,10,4.9,1,1,Sun,CENTRAL AFRICAN REPUBLIC,CF,0,4,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,4050,884,0,0,0,0,0,0,0,0,107547,35311,10432,5028,0,0,0,0,0,5
199402121706,,1994,02,12,17,06,56,32.059,130.501,5.3,5.4,9,2,Sun,JAPAN,JP,0,2,0,NaN,0.0002,1.0186,Regression::BJF97,0,0,45756,8511725,1316483,53904,3083,0,0,0,0,0,9219,1414704,350435,40517,2067,0,0,0,7
199402121758,,1994,02,12,17,58,25,-20.545,169.470,29.6,7.0,11,4,Sun,VANUATU,VU,0.4372,4,NaN,NaN,0.0149,1.0526,Regression::Youngs97_intraslab,0,0,717,1,0,0,0,0,0,0,0,0,4617,21444,11290,16551,376,175,0,0,8
199402151707,,1994,02,15,17,07,45,-5.007,104.251,19.8,6.8,7,0,Wed,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0312,Regression::Youngs97_intraslab,0,63,14361808,6006737,860960,234064,75201,0,0,0,0,54,6858469,6819639,4133958,1775622,574141,20605,0,0,8
199402152111,,1994,02,15,21,11,58,-20.408,168.960,17.4,6.5,11,8,Wed,VANUATU,VU,0.81853,4,NaN,NaN,0.0149,NaN,Regression::BJF97,0,0,0,78252,0,0,0,0,0,0,0,0,0,72809,29098,0,0,0,0,0,5
199402160646,,1994,02,16,06,46,58,-20.133,169.024,13.4,6.3,11,17,Wed,VANUATU,VU,0.59878,4,NaN,NaN,0.0149,NaN,Regression::BJF97,0,0,0,78254,0,0,0,0,0,0,0,0,0,87483,25331,0,0,0,0,0,5
199402160648,,1994,02,16,06,48,24,-20.106,169.179,35.3,6.3,11,17,Wed,VANUATU,VU,0.50404,4,NaN,NaN,0.0149,1.0046,Regression::Youngs97_intraslab,0,2279,75974,0,0,0,0,0,0,0,0,4269,61163,18686,4199,18077,0,0,0,0,6
199402162203,,1994,02,16,22,03,11,-20.210,168.960,14.3,6.0,11,9,Thu,VANUATU,VU,0.69836,4,NaN,NaN,0.0149,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,92,21172,0,0,0,0,0,5
199402172152,,1994,02,17,21,52,48,-9.513,152.104,17.7,5.8,10,7,Fri,PAPUA NEW GUINEA,PG,0.1345,4,NaN,NaN,0.0221,NaN,Regression::BJF97,0,0,0,1727,0,0,0,0,0,0,0,0,13,101167,5522,8,0,0,0,0,5
199402230802,,1994,02,23,08,02,07,30.792,60.534,11.6,6.1,3.5,11.5,Wed,IRAN; ISLAMIC REPUBLIC OF,IR,0,5,6,NaN,0.011,1.0453,Regression::BJF97,0,0,0,889454,246001,0,0,0,0,0,0,0,0,864922,212575,2337,508,0,0,0,7
